index;indeks;Price [PLN/MWh];Volume [MWh]
07.03.2017 00:00;TGeBase;169,97;64537,8
08.03.2017 00:00;TGeBase;161,65;67063,3
09.03.2017 00:00;TGeBase;160,27;67479,7
10.03.2017 00:00;TGeBase;160,33;68468,6
11.03.2017 00:00;TGeBase;152,35;88937,5
12.03.2017 00:00;TGeBase;141,44;70499,4
13.03.2017 00:00;TGeBase;165,94;80282,1
14.03.2017 00:00;TGeBase;156,05;65872,1
15.03.2017 00:00;TGeBase;132,83;85847,9
16.03.2017 00:00;TGeBase;149,28;73826,5
17.03.2017 00:00;TGeBase;130,82;79948,9
18.03.2017 00:00;TGeBase;114,19;75722,7
19.03.2017 00:00;TGeBase;116,81;92393
20.03.2017 00:00;TGeBase;147,02;70711,5
21.03.2017 00:00;TGeBase;138,33;63680,9
22.03.2017 00:00;TGeBase;169,43;74952,2
23.03.2017 00:00;TGeBase;158,38;66138,3
24.03.2017 00:00;TGeBase;162,93;71755,5
25.03.2017 00:00;TGeBase;133,64;67572,4
26.03.2017 00:00;TGeBase;129,82;66391,1
27.03.2017 00:00;TGeBase;151,19;61330,4
28.03.2017 00:00;TGeBase;156,23;57057,3
29.03.2017 00:00;TGeBase;138,44;70062,3
30.03.2017 00:00;TGeBase;160,61;66243,6
31.03.2017 00:00;TGeBase;140,33;55504
01.04.2017 00:00;TGeBase;144,9;64571,3
02.04.2017 00:00;TGeBase;124,83;56362,5
03.04.2017 00:00;TGeBase;166,94;66493,6
04.04.2017 00:00;TGeBase;170,36;67569,8
05.04.2017 00:00;TGeBase;154,58;64731,4
06.04.2017 00:00;TGeBase;140,05;69288,5
07.04.2017 00:00;TGeBase;152,75;59779,9
08.04.2017 00:00;TGeBase;154,42;77466,1
09.04.2017 00:00;TGeBase;130,08;72799,4
10.04.2017 00:00;TGeBase;139,91;60106,5
11.04.2017 00:00;TGeBase;133,96;72954,7
12.04.2017 00:00;TGeBase;126,66;78029,7
13.04.2017 00:00;TGeBase;130,93;65537
14.04.2017 00:00;TGeBase;134,31;75095,1
15.04.2017 00:00;TGeBase;117,55;87641,5
16.04.2017 00:00;TGeBase;103,64;99987,2
17.04.2017 00:00;TGeBase;116,59;86665,7
18.04.2017 00:00;TGeBase;134,11;66582,5
19.04.2017 00:00;TGeBase;154,11;53734,8
20.04.2017 00:00;TGeBase;170,02;71237,4
21.04.2017 00:00;TGeBase;140,79;63436,3
22.04.2017 00:00;TGeBase;114,51;66897,4
23.04.2017 00:00;TGeBase;120,1;57574,4
24.04.2017 00:00;TGeBase;144,97;60007,8
25.04.2017 00:00;TGeBase;161,23;53602,4
26.04.2017 00:00;TGeBase;169,32;61598,8
27.04.2017 00:00;TGeBase;169,8;67692,4
28.04.2017 00:00;TGeBase;158,26;60913,4
29.04.2017 00:00;TGeBase;142,78;69690,1
30.04.2017 00:00;TGeBase;116,2;65723,7
01.05.2017 00:00;TGeBase;110,12;75257,5
02.05.2017 00:00;TGeBase;122,12;75623,8
03.05.2017 00:00;TGeBase;124,28;74845,3
04.05.2017 00:00;TGeBase;127,85;75949,7
05.05.2017 00:00;TGeBase;154,14;69877,6
06.05.2017 00:00;TGeBase;142,04;86623,4
07.05.2017 00:00;TGeBase;121,02;67380,2
08.05.2017 00:00;TGeBase;141,96;68789,4
09.05.2017 00:00;TGeBase;157,43;77670,8
10.05.2017 00:00;TGeBase;162,92;72528,6
11.05.2017 00:00;TGeBase;161,7;78503
12.05.2017 00:00;TGeBase;150,35;63668,9
13.05.2017 00:00;TGeBase;157,61;81845,6
14.05.2017 00:00;TGeBase;139,14;76122,1
15.05.2017 00:00;TGeBase;175,4;69845,8
16.05.2017 00:00;TGeBase;177,35;65502,8
17.05.2017 00:00;TGeBase;175,64;75516
18.05.2017 00:00;TGeBase;156,68;60137,4
19.05.2017 00:00;TGeBase;153,01;55631,6
20.05.2017 00:00;TGeBase;152,15;71948,9
